Ship Number,Ref,Carrier,Ship Method,Tracking Number,Shipped Date,Names,Company,Address 1,City,State,Zip,Country,Base Rate,Total Charge,Qty,Pallet Qty,Weight,Dimensions,Customer,Client Customer,Tracking Status
1258633,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,4615 Yadkinville Rd,Pfafftown,NC,27040,US,56.09,11.67,1,0,5.8,13X10X6,,",",Picked up
1258834,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,8057 US Hwy 117 S,Rocky Point,NC,28457,US,70.74,15.52,1,0,4.5,6X6X12,,",",Picked up
1316905,,FedEx Home Delivery,EFEXHD,3.97585E+11,2023-04-27T00:00:00,ARLENE PIMENTEL,,15 BUCCANEER LN,EAST SETAUKET,NY,11733,US,35.6,12.96,1,0,7.7,16X16X10,,",",In transit
1258264,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,1403 E Main St,Havelock,NC,28532,US,63.78,14.07,1,0,3.8,11X10X1,,",",Picked up
1258640,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,7004 E W T Harris Blvd,Charlotte,NC,28215,US,66.88,13.92,1,0,7.75,13X10X6,,",",Picked up
1259161,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,5242 Fairfield Shop Cntr,Warrenton,VA,23464,US,73.9,15.38,1,0,6,11X10X1,,",",Shipment information sent to FedEx
1258879,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,300 Virginia Rd,Edenton,NC,27932,US,63.78,14.07,1,0,4,6X6X12,,",",Picked up
1258344,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,3206 S NC 127 Hwy,Hickory,NC,28602,US,61.3,12.75,1,0,6.85,13X10X6,,",",Picked up
1258833,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,5901 E Oak Island Dr,Oak Island,NC,28465,US,66.48,13.84,1,0,4.3,6X6X12,,",",Picked up
1258676,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,617 Highland St,Mount Holly,NC,28120,US,56.09,11.67,1,0,5.75,13X10X6,,",",Picked up
1258844,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,301 S Willis Dr,Shallotte,NC,28470,US,71.66,15.89,1,0,5,6X6X12,,",",Picked up
1259151,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,701 Hwy 11 West,Church Hill,TN,37642,US,120.72,26.7,2,0,5.9,11X10X1,,",",Picked up
1259151,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,701 Hwy 11 West,Church Hill,TN,37642,US,120.72,26.7,2,0,5.9,11X10X1,,",",Shipment information sent to FedEx
1258702,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,4048 Franklin Tpke,Danville,VA,24540,US,71.14,15.6,1,0,7.85,13X10X6,,",",Picked up
1258856,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,1738 Bingham Dr,Fayetteville,NC,28304,US,56.09,10.69,1,0,4.25,6X10X13,,",",Picked up
1316908,,FedEx Home Delivery,EFEXHD,3.97585E+11,2023-04-27T00:00:00,MAUREEN E MOELLER,,1020 SE PINECREST CIR,WAUKEE,IA,50263,US,35.92,12.96,1,0,8.2,27X19X10,,",",On FedEx vehicle for delivery
1258325,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,104 Thornburg Dr SE,Conover,NC,28613,US,56.09,10.69,1,0,4.01,6X10X13,,",",Picked up
1259245,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,2587 Jefferson Davis Hwy,Warrenville,SC,29851,US,51.38,10.69,1,0,4.85,6X6X12,,",",Picked up
1258263,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,2631 Peters Creek Rd NW,Roanoke,VA,24017,US,56.09,11.67,1,0,6,11X10X1,,",",Picked up
1259253,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,207 Mcpherson St,Nashville,Ga,31639,US,64.7,12.77,1,0,2.27,6X6X12,,",",Picked up
1259064,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,7095 Mechanicsville Trpk,Norfolk,VA,23111,US,56.09,11.67,1,0,5.45,12X6X6,,",",Picked up
1258269,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,9157 Staples Mill Rd,Richmond,VA,23228,US,51.38,10.69,1,0,5,11X10X1,,",",Picked up
1258667,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,2213 Saint Andrew St,Tarboro,NC,27886,US,55.77,12.41,1,0,2.68,11X10X1,,",",Picked up
1258258,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,2316 E Market St,Greensboro,NC,27401,US,56.09,11.67,1,0,6,11X10X1,,",",Picked up
1258536,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,2500 West 10Th St,Roanoke Rapids,NC,27870,US,63.78,14.07,1,0,3.8,12X6X6,,",",Picked up
1258328,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,8175 Cliffdale Rd,Fayetteville,NC,28314,US,56.09,10.69,1,0,1.4,6X10X13,,",",Picked up
1316690,,UPS? Ground,EUPSGRND,1Z7F0F280331020459,2023-04-27T00:00:00,FAIRVIEW UMMC-RIVERSIDE,FAIRVIEW UMMC-RIVERSIDE,2414 S 7th St,MINNEAPOLIS,MN,55454,US,0,0,1,0,1.85,9X9X7,,",",Processing at UPS Facility
1258228,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,4848 Virginia Beach Blvd,Virginia Beach,VA,23462,US,106.83,22.23,1,0,9.1,11X10X1,,",",Picked up
1258662,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,8207 Market St,Wilmington,NC,28411,US,59.52,10.72,1,0,1.78,6X6X12,,",",Picked up
1259061,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,802 Harbour Dr,Rocky Mount,NC,27803,US,78.16,15.52,1,0,4.15,13X10X6,,",",Picked up
1258332,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,3308 Bragg Blvd,Fayetteville,NC,28303,US,56.09,10.69,1,0,2.95,6X10X13,,",",Label Generated
1259145,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,14054 Timber Way,Timberville,VA,22853,US,65.57,14.43,1,0,6.15,11X10X1,,",",Picked up
1259234,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,1103 N Main St,Fountain Inn,SC,29644,US,50.5,9.93,1,0,2.97,6X6X12,,",",Picked up
1258672,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,1413 Fuselage Ave,Middle River,MD,21220,US,66.88,13.92,1,0,7.9,13X10X6,,",",Picked up
1258710,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,20125 N Main St,Cornelius,NC,28031,US,51.38,10.69,1,0,5,11X10X1,,",",Picked up
1259230,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,330 Lebby St,Pelzer,SC,29669,US,50.5,9.93,1,0,2.81,6X6X12,,",",Picked up
1258670,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,577 N Madison Rd,Orange,VA,22960,US,76.05,16.62,1,0,8.75,13X10X6,,",",Picked up
1258537,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,1072 N Main St,Walnut Cove,NC,27052,US,50.5,11.3,1,0,4,11X10X1,,",",Picked up
1316688,,UPS? Ground,EUPSGRND,1Z7F0F280328676061,2023-04-27T00:00:00,BandN 8384,STATE UNIVERSITY BOOKSTORE,645 E 7TH STREET,ST. PAUL,MN,55106,US,0,0,1,0,19.5,8X8X17,,",",Processing at UPS Facility
1258746,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,1524 Holland Rd,Suffolk,VA,23434,US,78.16,15.52,1,0,5,6X10X13,,",",Picked up
1259277,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,2460 Hudson Rd,Greer,SC,29650,US,56.09,10.69,1,0,3.07,6X10X13,,",",Picked up
1258673,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,8508 Liberty Rd,Randallstown,MD,21133,US,61.3,12.75,1,0,6.9,13X10X6,,",",Picked up
1258363,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,313 N Salisbury Ave,Spencer,NC,28159,US,56.09,10.69,1,0,2.7,13X10X6,,",",Picked up
1258741,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,3673 Concord Pkwy S,Concord,NC,28027,US,61.3,12.75,1,0,7,6X10X13,,",",Picked up
1273185,26567_04182023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,9812 Falls Rd,Potomac,MD,20854,US,46.24,8.25,1,0,2.4,6X6X12,,",",Picked up
1258560,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,1 New Clyde Hwy,Canton,NC,28716,US,43.86,9.93,1,0,3,11X10X1,,",",Picked up
1259270,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,712 S Alabama Ave,Chesnee,SC,29323,US,50.5,9.93,1,0,2.85,6X6X12,,",",Picked up
1259141,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,1202 Us 158 Bus West,Warrenton,NC,27563,US,61.28,13.72,1,0,5.05,11X10X1,,",",Picked up
1258367,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,3228 Randleman Rd,Greensboro,NC,27406,US,51.38,10.69,1,0,4.5,12X6X6,,",",Picked up
1316689,,UPS? Ground,EUPSGRND,1Z7F0F280332654077,2023-04-27T00:00:00,Elizabeth Savage,Elizabeth Savage,920 N 84th Street,Seattle,WA,98103-4330,US,24.96,14.6,1,0,3.2,10X10X10,,",",Departed from Facility
1273211,26567_04182023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,7575 Linton Hall Rd,Gainesville,VA,20155,US,117.53,21.68,1,0,14,12X12X18,,",",Picked up
1316472,,UPS Next Day Air Saver?,EUPSNDAY,1ZY0R7431305854379,2023-04-27T00:00:00,Alice Momm,Alice Momm,15 East 76th Street,New York,NY,10021,US,153.86,27.71,1,0,4.7,10X10X10,,"Vault Health,Vault Health",Out For Delivery Today
1273176,26567_04182023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,7074 Allentown Rd,Camp Springs,MD,20748,US,46.24,8.25,1,0,1.43,6X6X12,,",",Picked up
1316628,,UPS? Ground,EUPSGRND,1ZY0R7430326986840,2023-04-27T00:00:00,Louisa Hall,Louisa Hall,11206 Leatherwood Drive,Reston,VA,20191,US,25.41,13.65,1,0,5.6,10X10X10,,"Vault Health,Vault Health",Arrived at Facility
1258370,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,202 Market St,Cramerton,NC,28032,US,56.09,11.67,1,0,5.3,12X6X6,,",",Picked up
1273212,26567_04182023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,3131 Duke St,Alexandria,VA,22314,US,117.53,21.68,1,0,14,12X12X18,,",",Picked up
1258371,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,1313 N Road St,Elizabeth City,NC,27909,US,63.78,14.07,1,0,3.4,11X10X1,,",",Picked up
1316627,,UPS? Ground,EUPSGRND,1ZY0R7430322274250,2023-04-27T00:00:00,John Sturgeon,John Sturgeon,6530 Quarry Ln.,Dublin,OH,43017,US,23.99,12.83,1,0,4.75,10X10X10,,"Vault Health,Vault Health",Departed from Facility
1258789,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,1010 Portsmouth Blvd,Suffolk,VA,23434,US,55.77,12.41,1,0,2.35,11X10X1,,",",Picked up
1258343,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,929 McArthur Rd,Fayetteville,NC,28311,US,46.24,9.62,1,0,4,11X10X1,,",",Picked up
1273526,26568_04182023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Hannaford Bros,Retail Business Services LLC,65 Main Street,Bingham,ME,4920,US,64.7,12.77,1,0,0.83,6X6X12,,",",Picked up
1316691,,UPS? Ground,EUPSGRND,1Z7F0F280336170485,2023-04-27T00:00:00,Zak Ketterson,Zak Ketterson,4461 Cedar Lake Road,St Louis Park,MN,55416,US,23.17,14.6,1,0,6.35,24X9X13,,",",Processing at UPS Facility
1316626,,UPS? Ground,EUPSGRND,1ZY0R7430318694984,2023-04-27T00:00:00,Jessica Hyatt,Jessica Hyatt,8 Spaulding Ct,Saugerties,NY,12477,US,29.51,15.29,1,0,2.4,8X8X8,,"Vault Health,Vault Health",Arrived at Facility
1258801,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,1419 E Andrews Ave,Henderson,NC,27536,US,65.57,14.43,1,0,6.75,13X10X6,,",",Picked up
1258628,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,719 S Congress Blvd,Smithville,TN,37166,US,55.64,12.37,1,0,5,11X10X1,,",",Picked up
1258335,26572_04142023,FedEx 2Day,EFEX2,3.97585E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,93 Food Lion Rd,Scotland Neck,NC,27874,US,79.08,15.89,1,0,3,6X10X13,,",",Picked up
1258857,26572_04142023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,5555 Waldos Beach Rd,Fayetteville,NC,28306,US,51.38,10.69,1,0,5,11X10X1,,",",Picked up
1316630,,UPS? Ground,EUPSGRND,1ZY0R7430302887199,2023-04-27T00:00:00,Scott Berman,Scott Berman,6249 Southwood Ave,Saint Louis,MO,63105-3263,US,22.38,12.28,1,0,2.4,8X8X8,,"Vault Health,Vault Health",Departed from Facility
1258797,26572_04142023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,1735 Reed Rd NE,Leland,NC,28451,US,83.12,17.3,1,0,6.65,13X10X6,,",",Picked up
1316473,,UPS? Ground,EUPSGRND,1ZY0R7430306927003,2023-04-27T00:00:00,jason tamminen,jason tamminen,4133 drew ave s,Minneapolis,MN,55410,US,19.42,12.28,1,0,3,8X8X8,,"Vault Health,Vault Health",Processing at UPS Facility
1258780,26572_04142023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,50000 Governors Dr,Chapel Hill,NC,27517,US,61.3,12.75,1,0,7,11X10X1,,",",Picked up
1258757,26572_04142023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,851 Heckle Blvd,Rock Hill,SC,29730,US,76.69,15.96,1,0,9.25,11X10X1,,",",Picked up
1316629,,UPS? Ground,EUPSGRND,1ZY0R7430313070415,2023-04-27T00:00:00,Natasha McRae,Natasha McRae,1726 North Penasco Drive,Hobbs,NM,88240,US,29.51,15.29,1,0,1.25,8X8X8,,"Vault Health,Vault Health",Departed from Facility
1258323,26572_04142023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,1301 N Broome St,Waxhaw,NC,28173,US,56.09,11.67,1,0,5.9,6X10X13,,",",Picked up
1316470,,UPS Next Day Air Saver?,EUPSNDAY,1ZY0R7431302933422,2023-04-27T00:00:00,Claudia Valencia,Claudia Valencia,998 Fifth Avenue,New York,NY,10028,US,193.9,32.96,1,0,9,12x12x12,,"Vault Health,Vault Health",Out For Delivery Today
1258784,26572_04142023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,109 Gainsborough Sq,Chesapeake,VA,23320,US,91.97,19.14,1,0,7.15,11X10X1,,",",Picked up
1316471,,UPS Next Day Air Saver?,EUPSNDAY,1ZY0R7431337892465,2023-04-27T00:00:00,Leanna Scaglione,Leanna Scaglione,654 Madison Avenue,New York,NY,10065,US,193.9,32.96,1,0,9.1,12x12x12,,"Vault Health,Vault Health",Out For Delivery Today
1258358,26572_04142023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,9111 Leesville Rd,Raleigh,NC,27613,US,66.88,13.92,1,0,7.5,6X10X13,,",",Picked up
1282625,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,2932 Chain Bridge Rd,Oakton,VA,22124,US,33.11,7.89,1,0,0.35,11X10X1,,",",Picked up
1316633,,UPS? Ground,EUPSGRND,1Z7F0F280308096270,2023-04-27T00:00:00,EVEREVE 74-Franklin,Inventory Specialist,415 Main Street,Franklin,TN,37064,US,61.53,28.72,2,0,38,22.250X16X7.250,,",",Departed from Facility
1316633,,UPS? Ground,EUPSGRND,1Z7F0F280315799088,2023-04-27T00:00:00,EVEREVE 74-Franklin,Inventory Specialist,415 Main Street,Franklin,TN,37064,US,61.53,28.72,2,0,8.05,10X10X10,,",",Departed from Facility
1282620,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,1280 E West Hwy,Silver Spring,MD,20910,US,33.11,7.89,1,0,1,11X10X1,,",",Picked up
1316692,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-27T00:00:00,iRunFar,,2553 Old Military Road,Central Point,OR,97502,US,18.95,15.48,1,0,2.4,12x12x12,,",","a shipping label has been prepared for your item at 8:15 pm on april 27, 2023 in minneapolis, mn 55445. this does not indicate receipt by the usps or the actual mailing date."
1281715,26566_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Stop and Shop Supermarket,Retail Business Services LLC,11 E High St,East Hampton,CT,6424,US,44.03,9.95,1,0,1,11X10X1,,",",Picked up
1282623,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,8100 Loch Raven Blvd,Towson,MD,21286,US,33.11,7.89,1,0,1,11X10X1,,",",Picked up
1282627,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,1050 Brentwood Rd NE,Washington,DC,20018,US,35.97,7.89,1,0,1.3,11X10X1,,",",Picked up
1273170,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,13060 Middlebrook Rd,Germantown,MD,20874,US,76.69,15.96,1,0,10,6X10X13,,",",Picked up
1281717,26566_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Stop and Shop Supermarket,Retail Business Services LLC,1925 Pawtucket Ave,East Providence,RI,2914,US,51.51,10.72,1,0,2.15,11X10X1,,",",Picked up
1281719,26566_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Stop and Shop Supermarket,Retail Business Services LLC,70 Mendon Rd,Cumberland,RI,2864,US,39.76,8.27,1,0,1,11X10X1,,",",Picked up
1281713,26566_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Stop and Shop Supermarket,Retail Business Services LLC,850 State Route 35,Middletown,NJ,7748,US,33.11,7.89,1,0,1,11X10X1,,",",Picked up
1281709,26566_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Stop and Shop Supermarket,Retail Business Services LLC,54 Hazard Ave,Enfield,CT,6082,US,39.76,8.27,1,0,1,11X10X1,,",",Picked up
1281714,26566_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Stop and Shop Supermarket,Retail Business Services LLC,91 Voluntown Rd,Pawcatuck,CT,6379,US,39.76,8.27,1,0,1,11X10X1,,",",Picked up
1281712,26566_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Stop and Shop Supermarket,Retail Business Services LLC,1083 Inman Ave,Edison,NJ,8820,US,33.11,7.89,1,0,1,11X10X1,,",",Picked up
1317016,,UPS? Ground,EUPSGRND,1Z7F0F280329881293,2023-04-27T00:00:00,EASTERN IOWA COMMUNITY COLLEGES,EASTERN IOWA COMMUNITY COLLEGES,8500 HILLANDALE ROAD,DAVENPORT,IA,52806,US,18.12,11.59,1,0,12.15,16X16X10,,",",Processing at UPS Facility
1258284,26572_04142023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,860 Union St S,Concord,NC,28025,US,56.09,10.69,1,0,4.87,6X10X13,,",",Picked up
1282626,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,842 Muddy Branch Rd,Gaithersburg,MD,20878,US,33.11,7.89,1,0,1,11X10X1,,",",Picked up
1273177,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,8665 Philadelphia Rd,Baltimore,MD,21237,US,117.53,21.68,1,0,11.6,18X12X12,,",",Picked up
1281707,26566_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Stop and Shop Supermarket,Retail Business Services LLC,1720 Eastchester Rd,Bronx,NY,10461,US,35.97,7.89,1,0,1.25,11X10X1,,",",Picked up
1273477,26568_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Hannaford Bros,Retail Business Services LLC,797 Roosevelt Trl,Windham,ME,4062,US,178.4,33.81,1,0,14.25,18X12X12,,",",Picked up
1258232,26572_04142023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,7525 Tidewater Dr,Norfolk,VA,23505,US,73.9,13.84,1,0,3.58,6X10X13,,",",Picked up
1282622,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,3500 Crain Hwy,Bowie,MD,20716,US,33.11,7.89,1,0,1,11X10X1,,",",Picked up
1282621,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,11221 New Hampshire Ave,Silver Spring,MD,20904,US,35.97,7.89,1,0,1.25,11X10X1,,",",Picked up
1273311,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,857 E Fort Ave,Baltimore,MD,21230,US,46.24,8.25,1,0,2.35,12X6X6,,",",Picked up
1282619,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,3530 Sugarloaf Pkwy,Frederick,MD,21704,US,33.11,7.89,1,0,1,11X10X1,,",",Picked up
1282618,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,5150 Sinclair Ln,Baltimore,MD,21206,US,33.11,7.89,1,0,1,11X10X1,,",",Picked up
1273422,26568_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Hannaford Bros,Retail Business Services LLC,115 Hannaford Plz,Amsterdam,NY,12010,US,61.3,12.75,1,0,6.4,13X10X6,,",",Picked up
1258305,26572_04142023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,607 E Boulevard,Williamston,NC,27892,US,78.16,15.52,1,0,2.45,6X10X13,,",",Picked up
1273299,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,300 H St NE,Washington,DC,20002,US,46.24,9.62,1,0,3.2,12X6X6,,",",Picked up
1282614,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,18331 Leaman Farm Rd,Germantown,MD,20874,US,33.11,7.89,1,0,1,11X10X1,,",",Shipment information sent to FedEx
1258304,26572_04142023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Food Lion1,Retail Business Services LLC,901 Smoky Park Hwy,Candler,NC,28715,US,60.36,12.37,1,0,3.99,6X10X13,,",",Picked up
1282606,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,11399 York Rd,Cockeysville,MD,21030,US,33.11,7.89,1,0,1,11X10X1,,",",Picked up
1273431,26568_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Hannaford Bros,Retail Business Services LLC,5 Hannaford Dr,York,ME,3909,US,91.97,19.14,1,0,7.95,13X10X6,,",",Picked up
1282617,26567_04182023,FedEx 2Day,EFEX2,3.97586E+11,2023-04-27T00:00:00,Giant Food Store,Retail Business Services LLC,6620 Reisterstown Rd,Baltimore,MD,21215,US,33.11,7.89,1,0,1,11X10X1,,",",Picked up
